address,score,e911_address
39 evergreen ln,0.3333333333333333,39 ORCHARD Ln
86 shannon st,1.0,86 SHANNON St
3343 river rd,1.0,3343 RIVER RD
104 seymour st,1.0,104 SEYMOUR St
6 east rd,0.3333333333333333,6 BOWMAN RD
98 otter creek ln,1.0,98 OTTER CREEK Ln
1579 halpin rd,1.0,1579 HALPIN RD
1357 case st,1.0,1357 CASE St
8 murdock ct,0.3333333333333333,8 MURDOCK COUROUTE
708 us route 7 n,0.75,708 ROUTE 7 N
228 college st,1.0,228 COLLEGE St
387 court st,0.3333333333333333,387 COUROUTE St
19 twin cirs,0.0,19 THOMAS CIRCLE
11 woodbridge ln,0.3333333333333333,11 LAWRENCE Ln
352 burnham dr,1.0,352 BURNHAM Dr
129 pleasant view ter,0.5,129 PLEASANT VIEW TERRACE
1708 case st,1.0,1708 CASE St
112 exchange st,1.0,112 EXCHANGE St
105 butternut ridge dr,1.0,105 BUTTERNUT RIDGE Dr
156 seymour st ext,1.0,156 SEYMOUR St EXT
21 brookside dr,1.0,21 BROOKSIDE Dr
763 halpin rd,1.0,763 HALPIN RD
312 beaver pond rd,1.0,312 BEAVER POND RD
821 happy valley rd,1.0,821 HAPPY VALLEY RD
1818 us route 7 s,0.0,1818 GREENBUSH RD
59 deer meadow dr,0.25,59 MACDONOUGH Dr
311 woodland park,1.0,311 WOODLAND PARK
1 mill st,1.0,1 MILL St
132 blinn ln,1.0,132 BLINN Ln
45 juniper ln,1.0,45 JUNIPER Ln
8 evergreen ln,0.3333333333333333,8 SCOVEL Ln
87 cottage ln,1.0,87 COTTAGE Ln
2225 us route 7 s,0.75,2225 ROUTE 7 S
123 juniper ln,1.0,123 JUNIPER Ln
139 washington st ext,1.0,139 WASHINGTON St EXT
88 s pleasant st,0.5,88 S MAPLE St
915 washington st ext,1.0,915 WASHINGTON St EXT
6 maple ct,0.3333333333333333,6 MAPLE MANOR
36 beaver pond rd,1.0,36 BEAVER POND RD
112 juniper ln,1.0,112 JUNIPER Ln
614 munger st,1.0,614 MUNGER St
18 sydney way,0.0,18 N MAPLE St
205 colonial dr,1.0,205 COLONIAL Dr
59 court st,0.3333333333333333,59 E St
46 twin cirs,0.0,46 S MAPLE St
190 monroe st,1.0,190 MONROE St
100 elzira winter rd,1.0,100 ELZIRA WINTER RD
2030 halpin rd,1.0,2030 HALPIN RD
123 s main st,1.0,123 S MAIN St
197 lindale cir,0.0,197 COVE RD
91 jackson ln,0.3333333333333333,91 MEADOW Ln
572 sargent cross rd,0.25,572 RICHVILLE RD
177 rogers rd,1.0,177 ROGERS RD
75 main st,1.0,75 MAIN St
3 n branch rd,1.0,3 N BRANCH RD
11 silver towers rd,0.25,11 BOWMAN RD
1690 quarry rd,0.25,1690 MASTON HILL RD
4155 lincoln rd,1.0,4155 LINCOLN RD
85 pleasant view ter,0.5,85 PLEASANT VIEW TERRACE
86 cobble rd,1.0,86 COBBLE RD
137 s munger st,1.0,137 S MUNGER St
61 orchard ln,1.0,61 ORCHARD Ln
2721 natural tpke,0.3333333333333333,2721 NATURAL TURNPIKE
1836 munger st,1.0,1836 MUNGER St
16 evergreen ln,0.3333333333333333,16 SCOVEL Ln
319 morgan horse farm rd,1.0,319 MORGAN HORSE FARM RD
436 e main st,1.0,436 E MAIN St
64 seymour st,1.0,64 SEYMOUR St
8 springside rd,1.0,8 SPRINGSIDE RD
1482 us route 7 n,0.0,1482 HOOKER RD
81 cottage ln,1.0,81 COTTAGE Ln
376 halladay rd,1.0,376 HALLADAY RD
106 adirondack vw,0.0,106 PANTON RD
92 happy valley rd,1.0,92 HAPPY VALLEY RD
106 seymour st,1.0,106 SEYMOUR St
89 sarahs way,0.3333333333333333,89 SARAH'S WAY
82 catamount park,0.3333333333333333,82 BIRCHARD PARK
23 adirondack vw,0.3333333333333333,23 ADIRONDACK VIEW
7 heritage cir,0.3333333333333333,7 HERITAGE CIRCLE
22 south st,0.3333333333333333,22 SCHOOL St
556 weybridge st,1.0,556 WEYBRIDGE St
601 weybridge st,1.0,601 WEYBRIDGE St
200 lucius shaw ln,0.25,200 COTTAGE Ln
117 fields rd,1.0,117 FIELDS RD
240 woodland park,1.0,240 WOODLAND PARK
28 evergreen ln,0.3333333333333333,28 WILDFLOWER Ln
194 rogers rd,1.0,194 ROGERS RD
4 maecliff ct,0.3333333333333333,4 MAECLIFF COUROUTE
1 wilmar st,1.0,1 WILMAR St
31 court st,0.3333333333333333,31 E St
1126 halpin rd,1.0,1126 HALPIN RD
2805 case st,1.0,2805 CASE St
186 lindale cir,0.0,186 MAIN St
32 merchants row,0.0,32 BOOTH WOODS
4 forest ridge dr,1.0,4 FOREST RIDGE Dr
1117 case st,1.0,1117 CASE St
135 creek rd,1.0,135 CREEK RD
132 ethan allen hwy,0.0,132 S MAPLE St
18 stonegate dr,1.0,18 STONEGATE Dr
658 exchange st,0.0,658 HARDSCRABBLE RD
39 jackson ln,0.3333333333333333,39 ORCHARD Ln
41 twin cirs,0.0,41 W MAIN St
749 e munger st,1.0,749 E MUNGER St
291 s main st,0.0,291 SHEEP FARM RD
424 quarry rd,0.3333333333333333,424 GRIMES RD
7 springside rd,1.0,7 SPRINGSIDE RD
48 drew ln,1.0,48 DREW Ln
235 burnham dr,1.0,235 BURNHAM Dr
342 south st ext,0.5,342 S St EXT
410 foote st,1.0,410 FOOTE St
16 kings row,1.0,16 KINGS ROW
228 valley vw,0.0,228 TERRACE HEIGHTS
85 jackson ln,0.3333333333333333,85 EVERGREEN Ln
823 deacon hill rd,1.0,823 DEACON HILL RD
13 lower plains rd,1.0,13 LOWER PLAINS RD
5397 case st,1.0,5397 CASE St
34 south st,0.3333333333333333,34 N St
487 burnham dr,1.0,487 BURNHAM Dr
14 s gorham ln,1.0,14 S GORHAM Ln
2158 us route 7 s,0.0,2158 HOOKER RD
656 exchange st,0.0,656 HARDSCRABBLE RD
73 n pleasant st,1.0,73 N PLEASANT St
65 fenn farm ln,1.0,65 FENN FARM Ln
1706 north branch rd,0.5,1706 N BRANCH RD
3472 case st,1.0,3472 CASE St
262 lindale cir,0.0,262 LOVERS Ln
292 colonial dr,1.0,292 COLONIAL Dr
1169 vt route 125,0.6666666666666666,1169 ROUTE 125
1994 upper plains rd,1.0,1994 UPPER PLAINS RD
110 storrs ave,0.3333333333333333,110 STORRS Av
39 seminary st,1.0,39 SEMINARY St
611 painter rd,1.0,611 PAINTER RD
48 court st,0.3333333333333333,48 GREEN St
12 lower plains rd,1.0,12 LOWER PLAINS RD
42 benedict ln,1.0,42 BENEDICT Ln
183 butternut ridge dr,1.0,183 BUTTERNUT RIDGE Dr
2709 natural tpke,0.3333333333333333,2709 NATURAL TURNPIKE
8 harrow way,1.0,8 HARROW WAY
22 kings row,1.0,22 KINGS ROW
342 nfr 201,0.0,342 JERSEY St S
285 foote st,0.3333333333333333,285 WEYBRIDGE St
1266 vt route 125,0.6666666666666666,1266 ROUTE 125
8 twin cirs,0.0,8 E St
54 college st,1.0,54 COLLEGE St
40 kirby dr,0.3333333333333333,40 MACDONOUGH Dr
98 white pine ln,1.0,98 WHITE PINE Ln
320 foote st,1.0,320 FOOTE St
122 painter hills rd,1.0,122 PAINTER HILLS RD
136 s main st,0.25,136 N St
61 rolling acres,1.0,61 ROLLING ACRES
184 natural tpke,0.3333333333333333,184 NATURAL TURNPIKE
446 mead ln,1.0,446 MEAD Ln
138 chipman park,1.0,138 CHIPMAN PARK
82 ossie rd,1.0,82 OSSIE RD
102 daisy ln,1.0,102 DAISY Ln
818 dog team rd,0.2,818 FORGE HILL RD
85 white pine ln,1.0,85 WHITE PINE Ln
125 cedar ct,0.0,125 S MAPLE St
247 creek rd,1.0,247 CREEK RD
442 e main st,1.0,442 E MAIN St
25 stewart ln,0.3333333333333333,25 MEADOW Ln
1639 creek rd,0.0,1639 S St
93 monroe st,1.0,93 MONROE St
111 s pleasant st,1.0,111 S PLEASANT St
45 happy valley rd,0.25,45 MONKTON RD
780 lower foote st,1.0,780 LOWER FOOTE St
3 school house hill rd,1.0,3 SCHOOL HOUSE HILL RD
2750 natural tpke,0.0,2750 LEICESTER WHITING RD
711 us route 7,0.6666666666666666,711 ROUTE 7
14 kings row,1.0,14 KINGS ROW
198 boardman st,1.0,198 BOARDMAN St
17 evergreen ln,0.3333333333333333,17 MEADOW Ln
22 little pond rd,0.25,22 BOWMAN RD
11 swanage ct,0.3333333333333333,11 SWANAGE COUROUTE
263 monroe st,1.0,263 MONROE St
1634 river rd,1.0,1634 RIVER RD
45 cady rd,0.3333333333333333,45 MONKTON RD
671 buttolph dr,1.0,671 BUTTOLPH Dr
16 east rd,0.3333333333333333,16 MONKTON RD
189 birchard park,1.0,189 BIRCHARD PARK
121 rogers rd,1.0,121 ROGERS RD
4229 vt route 125,0.6666666666666666,4229 ROUTE 125
115 s main st,0.6666666666666666,115 MAIN St
722 rivers bend rd,1.0,722 RIVERS BEND RD
70 clear view dr,1.0,70 CLEAR VIEW DR
238 peterson ter,0.3333333333333333,238 PETERSON TERRACE
2652 upper plains rd,1.0,2652 UPPER PLAINS RD
61 main st,1.0,61 MAIN St
108 juniper ln,1.0,108 JUNIPER Ln
18 south st,0.3333333333333333,18 E St
1293 us route 7 s,0.75,1293 US ROUTE 7
99 cedar ct,0.3333333333333333,99 CEDAR COUROUTE
1641 us route 7 s,0.75,1641 ROUTE 7 S
298 maple st,0.0,298 LAKESIDE Ln
407 weybridge st,1.0,407 WEYBRIDGE St
662 buttolph dr,1.0,662 BUTTOLPH Dr
100 birch dr,1.0,100 BIRCH Dr
4166 vt route 125,0.6666666666666666,4166 ROUTE 125
4 maple st,1.0,4 MAPLE St
10 south st,0.3333333333333333,10 MAIN St
44 munson rd,1.0,44 MUNSON RD
803 college st,0.0,803 SHEEP FARM RD
3294 munger st,1.0,3294 MUNGER St
178 college st,1.0,178 COLLEGE St
58 otterside ct,0.0,58 SCHOOL St
116 porter dr,0.3333333333333333,116 BALSAM DR
5089 case st,1.0,5089 CASE St
298 buttolph dr,0.0,298 LAKESIDE Ln
76 ossie rd,1.0,76 OSSIE RD
67 otterside ct,0.0,67 NEW HAVEN RD
76 seymour st,1.0,76 SEYMOUR St
23 overbrook dr,0.3333333333333333,23 SUNSET Dr
291 lindale cir,0.0,291 SHEEP FARM RD
102 chipman park,1.0,102 CHIPMAN PARK
127 jackson ln,0.3333333333333333,127 FOX Ln
730 river rd,1.0,730 RIVER RD
107 water st,1.0,107 WATER St
264 fenn farm ln,1.0,264 FENN FARM Ln
900 lower foote st,1.0,900 LOWER FOOTE St
3201 us route 7 s,0.75,3201 ROUTE 7 S
1127 lower foote st,0.2,1127 N BINGHAM ST
17 s gorham ln,1.0,17 S GORHAM Ln
387 steam mill rd,1.0,387 STEAM MILL RD
52 benedict ln,0.3333333333333333,52 CARR Ln
162 woodland park,1.0,162 WOODLAND PARK
70 parkline pl,0.0,70 S WATER St
118 seymour st ext,1.0,118 SEYMOUR St EXT
210 elzira winter rd,1.0,210 ELZIRA WINTER RD
272 peterson ter,0.3333333333333333,272 PETERSON TERRACE
2110 us route 7 s,0.0,2110 HOOKER RD
140 oak dr,1.0,140 OAK Dr
70 otterside ct,0.0,70 S WATER St
4321 case st,1.0,4321 CASE St
2420 munger st,1.0,2420 MUNGER St
66 water st,1.0,66 WATER St
16 nedde rd,0.3333333333333333,16 MONKTON RD
370 foote st,1.0,370 FOOTE St
3 swanage ct,0.3333333333333333,3 SWANAGE COUROUTE
1637 creek rd,1.0,1637 CREEK RD
39 drew ln,1.0,39 DREW Ln
1394 munger st,1.0,1394 MUNGER St
2115 case st,1.0,2115 CASE St
157 jackson ln,0.3333333333333333,157 WAY Ln
1848 halpin rd,1.0,1848 HALPIN RD
249 buttolph dr,1.0,249 BUTTOLPH Dr
1806 north branch rd,0.5,1806 N BRANCH RD
5454 case st,1.0,5454 CASE St
209 lower foote st,0.25,209 MONROE St
1125 north branch rd,0.5,1125 N BRANCH RD
25 n pleasant st,0.6666666666666666,25 PLEASANT St
358 south st ext,0.5,358 S St EXT
1270 cady rd,1.0,1270 CADY RD
41 school house hill rd,1.0,41 SCHOOL HOUSE HILL RD
354 s ridge dr,1.0,354 S RIDGE Dr
98 reichert ln,0.3333333333333333,98 AUTUMN Ln
1394 river rd,1.0,1394 RIVER RD
947 natural tpke,0.3333333333333333,947 NATURAL TURNPIKE
434 e main st,1.0,434 E MAIN St
466 mead ln,1.0,466 MEAD Ln
4 twin cirs,0.0,4 MEADOW Ln
2 east rd,0.3333333333333333,2 BOWMAN RD
3 ledgewood ct,0.0,3 N GREEN St
8 washington st,0.3333333333333333,8 E St
1 park st,1.0,1 PARK St
25 star point ter,0.5,25 STAR POINT TERRACE
429 e main st,1.0,429 E MAIN St
43 south st,0.3333333333333333,43 MAIN St
163 belden falls rd,1.0,163 BELDEN FALLS RD
793 exchange st,1.0,793 EXCHANGE St
38 south st,0.3333333333333333,38 W St
9 brookside dr,1.0,9 BROOKSIDE Dr
74 painter hills rd,1.0,74 PAINTER HILLS RD
8 little pond rd,0.25,8 HOPKINS RD
775 natural tpke,0.3333333333333333,775 NATURAL TURNPIKE
59 feed mill ln,1.0,59 FEED MILL Ln
8 east rd,0.3333333333333333,8 HOPKINS RD
17 stonegate dr,1.0,17 STONEGATE Dr
8 cross st,1.0,8 CROSS St
137 orchard ln,1.0,137 ORCHARD Ln
1448 us route 7 s,0.16666666666666666,1448 JERSEY St S
28 drew ln,1.0,28 DREW Ln
5 piper rd,1.0,5 PIPER RD
700 munson rd,1.0,700 MUNSON RD
44 sydney way,0.0,44 MACDONOUGH Dr
1 lucius shaw ln,0.25,1 COVENTRY Ln
281 washington st ext,1.0,281 WASHINGTON St EXT
1890 n branch rd,1.0,1890 N BRANCH RD
103 seminary st ext,1.0,103 SEMINARY St EXT
86 court st,0.3333333333333333,86 MAIN St
399 airport rd,0.3333333333333333,399 SHACKETT RD
947 lincoln rd,1.0,947 LINCOLN RD
274 weybridge st,1.0,274 WEYBRIDGE St
2733 munger st,1.0,2733 MUNGER St
150 chipman park,1.0,150 CHIPMAN PARK
66 merchants row,1.0,66 MERCHANTS ROW
1 meadow way,1.0,1 MEADOW WAY
12 merchants row,0.3333333333333333,12 KINGS ROW
128 green mountain pl,0.5,128 GREEN MOUNTAIN PLACE
221 peddler bridge rd,0.25,221 BARNES RD
1340 lincoln rd,1.0,1340 LINCOLN RD
42 ossie rd,1.0,42 OSSIE RD
51 south st,0.3333333333333333,51 GREEN St
201 halpin covered bridge rd,1.0,201 HALPIN COVERED BRIDGE RD
255 rolling acres,1.0,255 ROLLING ACRES
1276 lincoln rd,1.0,1276 LINCOLN RD
7 harrow way,1.0,7 HARROW WAY
210 wildlife rd,1.0,210 WILDLIFE RD
29 twin cirs,0.0,29 BOOTH WOODS
867 exchange st,0.0,867 BRIGGS HILL RD
1118 vt route 125,0.6666666666666666,1118 ROUTE 125
128 county cross rd,1.0,128 COUNTY CROSS RD
68 seminary st ext,1.0,68 SEMINARY St EXT
195 north branch rd,0.5,195 N BRANCH RD
302 weybridge st,1.0,302 WEYBRIDGE St
102 charles ave,0.0,102 WEYBRIDGE RD
110 fields rd,1.0,110 FIELDS RD
116 billings farm rd,1.0,116 BILLINGS FARM RD
42 seymour st,1.0,42 SEYMOUR St
129 juniper ln,1.0,129 JUNIPER Ln
13 seminary st,1.0,13 SEMINARY St
129 colonial dr,1.0,129 COLONIAL Dr
66 seminary st ext,1.0,66 SEMINARY St EXT
4735 case st,1.0,4735 CASE St
6 brookside dr,1.0,6 BROOKSIDE Dr
282 chipman park,1.0,282 CHIPMAN PARK
587 airport rd,0.25,587 OLD HOLLOW RD
18 court st,0.3333333333333333,18 E St
60 s munger st,1.0,60 S MUNGER St
2 stonegate dr,1.0,2 STONEGATE Dr
1282 north branch rd,0.5,1282 N BRANCH RD
2000 chandler hill rd,1.0,2000 CHANDLER HILL RD
5 harrow way,1.0,5 HARROW WAY
266 pulp mill bridge rd,1.0,266 PULP MILL BRIDGE RD
55 n pleasant st,1.0,55 N PLEASANT St
802 dog team rd,0.25,802 GRANDEY RD
154 painter hills rd,1.0,154 PAINTER HILLS RD
1799 case st,1.0,1799 CASE St
2149 us route 7 s,0.75,2149 ROUTE 7 S
223 airport rd,0.3333333333333333,223 WOLF RD
226 rogers rd,1.0,226 ROGERS RD
14 brookside dr,1.0,14 BROOKSIDE Dr
107 shannon st,1.0,107 SHANNON St
93 main st,1.0,93 MAIN St
452 e main st,1.0,452 E MAIN St
70 kestrel ln,0.3333333333333333,70 WILDFLOWER Ln
44 ossie rd,1.0,44 OSSIE RD
1776 alder brook rd,1.0,1776 ALDER BROOK RD
202 mainelli rd,1.0,202 MAINELLI RD
429 woodland park,1.0,429 WOODLAND PARK
72 ossie rd,1.0,72 OSSIE RD
416 south st ext,0.5,416 S St EXT
567 weybridge st,1.0,567 WEYBRIDGE St
1928 halpin rd,1.0,1928 HALPIN RD
896 us route 7 n,0.75,896 ROUTE 7 N
530 cobble rd,1.0,530 COBBLE RD
35 lower plains rd,1.0,35 LOWER PLAINS RD
15 overbrook dr,0.3333333333333333,15 SUNSET Dr
4 forbes cir,0.3333333333333333,4 FORBES CIRCLE
75 court st,0.3333333333333333,75 MAIN St
135 sarahs way,0.3333333333333333,135 SARAH'S WAY
339 golf course rd,1.0,339 GOLF COURSE RD
15 brookside dr,1.0,15 BROOKSIDE Dr
203 peddler bridge rd,0.5,203 PEDDLERS BRIDGE RD
41 happy valley rd,1.0,41 HAPPY VALLEY RD
14 elm st,1.0,14 ELM St
664 quarry rd,0.3333333333333333,664 TRI-TOWN RD
88 charles ave,0.3333333333333333,88 CHARLES Av
455 halladay rd,1.0,455 HALLADAY RD
1442 us route 7 n,0.75,1442 ROUTE 7 N
391 e main st,1.0,391 E MAIN St
193 burnham dr,1.0,193 BURNHAM Dr
452 college st,0.25,452 E MAIN St
7 kings row,1.0,7 KINGS ROW
13 stonegate dr,1.0,13 STONEGATE Dr
381 college st,0.3333333333333333,381 BUCKWHEAT St
5 south st,0.3333333333333333,5 W St
272 foote st,1.0,272 FOOTE St
115 deer meadow dr,0.0,115 MONKTON RD
298 county cross rd,1.0,298 COUNTY CROSS RD
60 ossie rd,1.0,60 OSSIE RD
2 case st,1.0,2 CASE St
90 ossie rd,1.0,90 OSSIE RD
30 school house hill rd,1.0,30 SCHOOL HOUSE HILL RD
1137 us route 7 n,0.75,1137 ROUTE 7 N
358 whitman rd,1.0,358 WHITMAN RD
2120 north branch rd,0.5,2120 N BRANCH RD
125 freeman way,0.0,125 S MAPLE St
1446 vt route 125,0.6666666666666666,1446 ROUTE 125
440 hemlock ln,1.0,440 HEMLOCK Ln
23 seminary st,1.0,23 SEMINARY St
181 natural tpke,0.3333333333333333,181 NATURAL TURNPIKE
300 woodland park,1.0,300 WOODLAND PARK
59 ossie rd,1.0,59 OSSIE RD
301 dugway rd,1.0,301 DUGWAY RD
1124 us route 7 s,0.0,1124 STONEY HILL RD
26 twin cirs,0.0,26 N MAPLE St
3892 natural tpke,0.3333333333333333,3892 NATURAL TURNPIKE
87 danyow dr,1.0,87 DANYOW Dr
241 lindale cir,0.0,241 QUAKER VILLAGE RD
167 pleasant view ter,0.5,167 PLEASANT VIEW TERRACE
150 s pleasant st,1.0,150 S PLEASANT St
26 kings row,1.0,26 KINGS ROW
28 pinewood rd,0.3333333333333333,28 MONKTON RD
145 old goshen rd,0.25,145 SAMSON RD
320 exchange st,1.0,320 EXCHANGE St
466 e main st,1.0,466 E MAIN St
84 s service rd,0.5,84 S MIDDLEBROOK RD
213 court st,0.3333333333333333,213 COUROUTE St
76 white pine ln,1.0,76 WHITE PINE Ln
62 main st,0.3333333333333333,62 PINE St
88 seymour st,1.0,88 SEYMOUR St
42 seminary st,1.0,42 SEMINARY St
18 s gorham ln,1.0,18 S GORHAM Ln
730 munson rd,1.0,730 MUNSON RD
2320 munger st,1.0,2320 MUNGER St
94 meadow glen dr,1.0,94 MEADOW GLEN Dr
388 weybridge st,1.0,388 WEYBRIDGE St
208 charles ave,0.3333333333333333,208 CHARLES Av
170 chipman park,1.0,170 CHIPMAN PARK
10 brookside dr,1.0,10 BROOKSIDE Dr
208 mead ln,1.0,208 MEAD Ln
10 washington st,1.0,10 WASHINGTON St
1316 north branch rd,0.5,1316 N BRANCH RD
374 weybridge st,1.0,374 WEYBRIDGE St
92 seymour st,1.0,92 SEYMOUR St
253 lower foote st,0.25,253 MAIN St
432 middle rd n,0.5,432 ORCHARD RD N
48 pleasant view ter,0.5,48 PLEASANT VIEW TERRACE
643 natural tpke,0.3333333333333333,643 NATURAL TURNPIKE
3 old college farm rd,1.0,3 OLD COLLEGE FARM RD
644 painter rd,1.0,644 PAINTER RD
21 twin cirs,0.0,21 COMFOROUTE HILL
2 thomas st,0.3333333333333333,2 PROSPECT St
2872 case st,1.0,2872 CASE St
160 hmkl way,0.0,160 GREEN St
57 otterside ct,0.0,57 NEW HAVEN RD
1 south st,0.3333333333333333,1 MAIN St
71 peterson ter,0.3333333333333333,71 PETERSON TERRACE
56 john graham ct,0.0,56 GREEN St
197 paul allison ln,1.0,197 PAUL ALLISON Ln
3669 case st,1.0,3669 CASE St
157 lindale cir,0.0,157 CROSS RD
297 creek rd,0.3333333333333333,297 N RD
571 halpin rd,1.0,571 HALPIN RD
46 s ridge dr,1.0,46 S RIDGE Dr
173 danyow dr,1.0,173 DANYOW Dr
1 locust ln,1.0,1 LOCUST Ln
71 north forty ln,0.25,71 BUNNY Ln
11 overbrook dr,0.3333333333333333,11 COUROUTENEY Dr
93 hathaway ln,1.0,93 HATHAWAY Ln
209 danyow dr,1.0,209 DANYOW Dr
2 springside rd,1.0,2 SPRINGSIDE RD
22 seymour st,1.0,22 SEYMOUR St
46 ossie rd,1.0,46 OSSIE RD
342 chipman park,1.0,342 CHIPMAN PARK
47 river rd,1.0,47 RIVER RD
18 springside rd,0.3333333333333333,18 BOWMAN RD
999 happy valley rd,1.0,999 HAPPY VALLEY RD
49 seymour st,1.0,49 SEYMOUR St
51 john graham ct,0.5,51 JOHN GRAHAM COUROUTE
650 weybridge st,1.0,650 WEYBRIDGE St
645 natural tpke,0.0,645 HAND RD
36 south st,0.3333333333333333,36 CANAL St
22 stewart ln,0.3333333333333333,22 STEEPLEWOOD Ln
56 main st,1.0,56 MAIN St
18 overbrook dr,0.3333333333333333,18 SUNSET Dr
2571 us route 7 s,0.75,2571 ROUTE 7 S
56 plains rd,1.0,56 PLAINS RD
954 washington st ext,1.0,954 WASHINGTON St EXT
115 jackson ln,0.3333333333333333,115 WAY Ln
43 twin cirs,0.0,43 S WATER St
1438 north branch rd,0.5,1438 N BRANCH RD
7 woodbridge ln,0.3333333333333333,7 MEADOW Ln
37 danyow dr,1.0,37 DANYOW Dr
319 lindale cir,0.0,319 MORGAN HORSE FARM RD
37 porter dr,0.3333333333333333,37 DANYOW Dr
1130 exchange st,0.0,1130 MEEHAN RD
489 foote st,1.0,489 FOOTE St
318 old town rd,0.25,318 SPRINGSIDE RD
70 hillcrest rd,0.3333333333333333,70 MONKTON RD
24 twin cirs,0.0,24 VICTORY St
32 main st,1.0,32 MAIN St
133 valley vw,0.25,133 VALLEY VIEW Dr
115 porter dr,0.0,115 MONKTON RD
416 lincoln rd,1.0,416 LINCOLN RD
4025 case st,1.0,4025 CASE St
39 fairview cir,0.3333333333333333,39 FAIRVIEW CIRCLE
399 woodland park,1.0,399 WOODLAND PARK
59 otterside ct,0.0,59 S MAPLE St
33 adirondack vw,0.3333333333333333,33 ADIRONDACK VIEW
594 dragon brook rd,1.0,594 DRAGON BROOK RD
85 green mountain pl,0.5,85 GREEN MOUNTAIN PLACE
4359 case st,0.0,4359 ETHAN ALLEN HIGHWAY
18 birchard park,1.0,18 BIRCHARD PARK
82 green mountain pl,0.5,82 GREEN MOUNTAIN PLACE
26 seymour st,1.0,26 SEYMOUR St
68 main st,1.0,68 MAIN St
455 s main st,0.25,455 QUAKER St
194 pulp mill bridge rd,1.0,194 PULP MILL BRIDGE RD
54 lower plains rd,1.0,54 LOWER PLAINS RD
108 catamount park,1.0,108 CATAMOUNT PARK
2100 halpin rd,1.0,2100 HALPIN RD
2 evergreen ln,0.3333333333333333,2 COVENTRY Ln
40 south st,0.3333333333333333,40 N St
100 college cross rd,0.25,100 PANTON RD
47 s munger st,1.0,47 S MUNGER St
27 n pleasant st,1.0,27 N PLEASANT St
646 s munger st,1.0,646 S MUNGER St
148 reichert ln,0.3333333333333333,148 CAROTHERS Ln
91 munson rd,1.0,91 MUNSON RD
31 twin cirs,0.0,31 W MAIN St
15 woodbridge ln,0.3333333333333333,15 SCOVEL Ln
4981 munger st,1.0,4981 MUNGER St
420 weybridge st,1.0,420 WEYBRIDGE St
262 halladay rd,1.0,262 HALLADAY RD
318 painter hills rd,1.0,318 PAINTER HILLS RD
26 blinn ln,1.0,26 BLINN Ln
578 weybridge st,1.0,578 WEYBRIDGE St
3 woodbridge ln,0.3333333333333333,3 MEADOW Ln
1 evergreen ln,0.3333333333333333,1 COVENTRY Ln
33 belden falls rd,0.25,33 BOWMAN RD
10 forbes cir,0.3333333333333333,10 FORBES CIRCLE
53 south st ext,0.5,53 WASHINGTON St EXT
3 park st,1.0,3 PARK St
3707 us route 7 s,0.75,3707 ROUTE 7 S
24 pinewood rd,0.3333333333333333,24 BOWMAN RD
197 colonial dr,1.0,197 COLONIAL Dr
115 franklin st,1.0,115 FRANKLIN St
552 morgan horse farm rd,0.6,552 MORGAN HORSE FARM RAOD
75 commodore way,0.0,75 S WATER St
4 maple ct,0.3333333333333333,4 MAPLE MANOR
1961 munger st,1.0,1961 MUNGER St
75 meadow glen dr,1.0,75 MEADOW GLEN Dr
1351 case st,1.0,1351 CASE St
415 mead ln,1.0,415 MEAD Ln
285 airport rd,0.3333333333333333,285 E RD
25 sugarwood ct,0.0,25 W MAIN St
245 monroe st,1.0,245 MONROE St
98 danyow dr,1.0,98 DANYOW Dr
300 foote st,1.0,300 FOOTE St
942 munger st,1.0,942 MUNGER St
290 eagles nest rd,1.0,290 EAGLES NEST RD
1407 lincoln rd,1.0,1407 LINCOLN RD
938 peddler bridge rd,0.5,938 PEDDLERS BRIDGE RD
427 college st,0.25,427 MAPLE St EXT
4079 us route 7 s,0.75,4079 ROUTE 7 S
390 weybridge st,1.0,390 WEYBRIDGE St
223 woodland park,1.0,223 WOODLAND PARK
155 fenn farm ln,1.0,155 FENN FARM Ln
653 cobble rd,1.0,653 COBBLE RD
490 s main st,1.0,490 S MAIN St
59 sydney way,0.3333333333333333,59 WAY Ln
1078 natural tpke,0.3333333333333333,1078 NATURAL TURNPIKE
1136 lower foote st,1.0,1136 LOWER FOOTE St
312 south st ext,0.5,312 S St EXT
2801 us route 7 s,0.75,2801 ROUTE 7 S
16 amory ln,0.3333333333333333,16 SCOVEL Ln
10 gorham ln,1.0,10 GORHAM Ln
170 morningside dr,1.0,170 MORNINGSIDE Dr
346 river rd,1.0,346 RIVER RD
330 foote st,1.0,330 FOOTE St
300 industrial ave,0.0,300 MAIN St
8 meadow way,1.0,8 MEADOW WAY
40 main st,1.0,40 MAIN St
7 lower plains rd,1.0,7 LOWER PLAINS RD
425 e main st,1.0,425 E MAIN St
164 fields rd,1.0,164 FIELDS RD
8 bakery ln,1.0,8 BAKERY Ln
60 seminary st ext,1.0,60 SEMINARY St EXT
77 hathaway ln,0.3333333333333333,77 FIDDLERS Ln
392 beaver pond rd,1.0,392 BEAVER POND RD
274 lindale cir,0.0,274 ORCHARD Ln
101 seminary st ext,1.0,101 SEMINARY St EXT
50 franklin st,1.0,50 FRANKLIN St
256 weybridge st,1.0,256 WEYBRIDGE St
2020 case st,1.0,2020 CASE St
